1058400,12.000000,bd000001,c,
1108012,12.562500,bd000001,c,
1124550,12.750000,bd000001,c,
1190700,13.500000,bd000001,c,
1240312,14.062500,bd000001,c,
1256850,14.250000,bd000001,c,
1323000,15.000000,bd000001,c,
1372612,15.562500,bd000001,c,
1389150,15.750000,bd000001,c,
1455300,16.500000,bd000001,c,
1504912,17.062500,bd000001,c,
1521450,17.250000,bd000001,c,
1587600,18.000000,bd000001,c,
1637212,18.562500,bd000001,c,
1653750,18.750000,bd000001,c,
1719900,19.500000,bd000001,c,
1769512,20.062500,bd000001,c,
1786050,20.250000,bd000001,c,
1852200,21.000000,bd000001,c,
1901812,21.562500,bd000001,c,
1918350,21.750000,bd000001,c,
1984500,22.500000,bd000001,c,
2034112,23.062500,bd000001,c,
2050650,23.250000,bd000001,c,
2067187,23.437500,hhcl0001,i,
2083725,23.625000,hhop0001,p,
2116800,24.000000,bd000001,c,
2149875,24.375000,hhcl0001,i,
2166412,24.562500,bd000001,c,
2182950,24.750000,bd000001,c,
2216025,25.125000,hhcl0001,i,
2249100,25.500000,bd000001,c,
2282175,25.875000,hhcl0001,i,
2298712,26.062500,bd000001,c,
2315250,26.250000,bd000001,c,
2331787,26.437500,hhcl0001,i,
2348325,26.625000,hhpd0001,h,
2381400,27.000000,bd000001,c,
2414475,27.375000,hhcl0001,i,
2431012,27.562500,bd000001,c,
2447550,27.750000,bd000001,c,
2480625,28.125000,hhcl0001,i,
2513700,28.500000,bd000001,c,
2546775,28.875000,hhcl0001,i,
2563312,29.062500,bd000001,c,
2579850,29.250000,bd000001,c,
2596387,29.437500,hhcl0001,i,
2612925,29.625000,hhpd0001,h,
2646000,30.000000,bd000001,c,
2679075,30.375000,hhcl0001,i,
2695612,30.562500,bd000001,c,
2712150,30.750000,bd000001,c,
2745225,31.125000,hhcl0001,i,
2778300,31.500000,bd000001,c,
2811375,31.875000,hhcl0001,i,
2827912,32.062500,bd000001,c,
2844450,32.250000,bd000001,c,
2860987,32.437500,hhcl0001,i,
2877525,32.625000,hhpd0001,h,
2910600,33.000000,bd000001,c,
2943675,33.375000,hhcl0001,i,
2960212,33.562500,bd000001,c,
2976750,33.750000,bd000001,c,
3009825,34.125000,hhcl0001,i,
3042900,34.500000,bd000001,c,
3075975,34.875000,hhcl0001,i,
3092512,35.062500,bd000001,c,
3109050,35.250000,bd000001,c,
3125587,35.437500,hhcl0001,i,
3142125,35.625000,hhop0001,p,
3175200,36.000000,accol001,d,
3307500,37.500000,accol002,f,
3439800,39.000000,accol003,f,
3572100,40.500000,accol004,d,
3704400,42.000000,accol005,d,
3836700,43.500000,accol006,f,
3969000,45.000000,accol007,s,
4200525,47.625000,accoh001,i,
4217062,47.812500,accoh002,o,
4233600,48.000000,accoh003,p,
4432050,50.250000,accoh004,p,
4498200,51.000000,accoh005,p,
4597425,52.125000,accoh006,o,
4613962,52.312500,accoh007,i,
4630500,52.500000,accoh008,o,
4895100,55.500000,accoh009,i,
5027400,57.000000,accoh010,u,
5126625,58.125000,accoh011,r,
5143162,58.312500,accoh012,e,
5159700,58.500000,accoh013,r,
5292000,60.000000,bd000001,c,
5341612,60.562500,bd000001,c,
5358150,60.750000,bd000001,c,
5391225,61.125000,hhpd0001,h,
5424300,61.500000,bd000001,c,
5473912,62.062500,bd000001,c,
5490450,62.250000,bd000001,c,
5523525,62.625000,hhpd0001,h,
5556600,63.000000,bd000001,c,
5606212,63.562500,bd000001,c,
5622750,63.750000,bd000001,c,
5655825,64.125000,hhpd0001,h,
5688900,64.500000,bd000001,c,
5738512,65.062500,bd000001,c,
5755050,65.250000,bd000001,c,
5788125,65.625000,hhpd0001,h,
5821200,66.000000,bd000001,c,
5870812,66.562500,bd000001,c,
5887350,66.750000,bd000001,c,
5920425,67.125000,hhpd0001,h,
5953500,67.500000,bd000001,c,
6003112,68.062500,bd000001,c,
6019650,68.250000,bd000001,c,
6052725,68.625000,hhpd0001,h,
6085800,69.000000,bd000001,c,
6135412,69.562500,bd000001,c,
6151950,69.750000,bd000001,c,
6185025,70.125000,hhpd0001,h,
6218100,70.500000,bd000001,c,
6267712,71.062500,bd000001,c,
6284250,71.250000,bd000001,c,
6317325,71.625000,hhop0001,p,
6350400,72.000000,bass1001,n,
6482700,73.500000,bass1002,b,
6615000,75.000000,bass1003,x,
6681150,75.750000,bass1004,n,
6747300,76.500000,bass1005,v,
6879600,78.000000,bass1006,v,
7011900,79.500000,bass1007,c,
7144200,81.000000,bass1008,m,
7259962,82.312500,bass1009,x,
7276500,82.500000,bass1010,z,
7309575,82.875000,accoh014,s,
7326112,83.062500,accoh015,d,
7342650,83.250000,accoh016,f,
7359187,83.437500,accoh017,j,
7375725,83.625000,accoh018,k,
7392262,83.812500,accoh019,l,
7408800,84.000000,accoh020,;,
7541100,85.500000,accoh021,l,
7541100,85.500000,accol008,g,
7673400,87.000000,accoh022,l,
7673400,87.000000,accol009,a,
7805700,88.500000,accoh023,k,
7805700,88.500000,accol010,d,
7938000,90.000000,accoh024,k,
7938000,90.000000,accol011,s,
8070300,91.500000,accoh025,l,
8070300,91.500000,accol012,g,
8202600,93.000000,accoh026,j,
8202600,93.000000,accol013,a,
8334900,94.500000,accoh027,;,
8334900,94.500000,accol014,a,
8467200,96.000000,bd000001,c,
8467200,96.000000,tom00001,l,
8516812,96.562500,bd000001,c,
8533350,96.750000,bd000001,c,
8533350,96.750000,tom00002,j,
8599500,97.500000,bd000001,c,
8599500,97.500000,tom00001,;,
8649112,98.062500,bd000001,c,
8665650,98.250000,bd000001,c,
8665650,98.250000,tom00002,k,
8731800,99.000000,bd000001,c,
8731800,99.000000,tom00001,l,
8781412,99.562500,bd000001,c,
8797950,99.750000,bd000001,c,
8797950,99.750000,tom00002,j,
8864100,100.500000,bd000001,c,
8864100,100.500000,tom00001,;,
8913712,101.062500,bd000001,c,
8930250,101.250000,bd000001,c,
8930250,101.250000,tom00002,k,
8996400,102.000000,bd000001,c,
8996400,102.000000,tom00001,l,
9046012,102.562500,bd000001,c,
9062550,102.750000,bd000001,c,
9062550,102.750000,tom00002,j,
9128700,103.500000,bd000001,c,
9128700,103.500000,tom00001,;,
9178312,104.062500,bd000001,c,
9194850,104.250000,bd000001,c,
9194850,104.250000,tom00002,k,
9261000,105.000000,bd000001,c,
9261000,105.000000,tom00001,l,
9310612,105.562500,bd000001,c,
9327150,105.750000,bd000001,c,
9327150,105.750000,tom00002,j,
9393300,106.500000,bd000001,c,
9393300,106.500000,tom00001,;,
9442912,107.062500,bd000001,c,
9459450,107.250000,bd000001,c,
9459450,107.250000,tom00002,k,
9492525,107.625000,hhop0001,p,
9525600,108.000000,bd000001,c,
9525600,108.000000,tom00001,;,
9575212,108.562500,bd000001,c,
9591750,108.750000,bd000001,c,
9591750,108.750000,tom00002,k,
9624825,109.125000,hhpd0001,h,
9657900,109.500000,bd000001,c,
9657900,109.500000,tom00001,;,
9707512,110.062500,bd000001,c,
9724050,110.250000,bd000001,c,
9724050,110.250000,tom00002,k,
9757125,110.625000,hhpd0001,h,
9790200,111.000000,bd000001,c,
9790200,111.000000,tom00001,;,
9839812,111.562500,bd000001,c,
9856350,111.750000,bd000001,c,
9856350,111.750000,tom00002,k,
9889425,112.125000,hhpd0001,h,
9922500,112.500000,bd000001,c,
9922500,112.500000,tom00001,;,
9972112,113.062500,bd000001,c,
9988650,113.250000,bd000001,c,
9988650,113.250000,tom00002,k,
10021725,113.625000,hhpd0001,h,
10054800,114.000000,accoh028,j,
10054800,114.000000,accol015,d,
10187100,115.500000,accoh029,k,
10187100,115.500000,accol016,f,
10253250,116.250000,accoh030,;,
10319400,117.000000,accoh031,l,
10319400,117.000000,accol017,a,
10484775,118.875000,accoh032,w,
10501312,119.062500,accoh033,e,
10517850,119.250000,accoh034,r,
10534387,119.437500,accoh035,u,
10550925,119.625000,accoh036,i,
10567462,119.812500,accoh037,o,
10584000,120.000000,accoh038,p,
10848600,123.000000,accol018,g,
10980900,124.500000,accol019,s,
11113200,126.000000,accoh039,p,
11113200,126.000000,accol020,f,
11258186,127.643835,accoh040,o,
11258186,127.643835,accol021,a,
11403172,129.287671,accoh041,i,
11403172,129.287671,accol022,f,
11686801,132.503424,accoh042,o,
11686801,132.503424,accol023,d,
11819101,134.003424,accoh043,i,
11819101,134.003424,accol024,s,
11951401,135.503424,accol025,a,
12083701,137.003424,accoh044,u,
12083701,137.003424,accol026,d,
12216001,138.503424,accol027,s,
12348301,140.003424,accoh045,o,
12348301,140.003424,accol028,a,
12480601,141.503424,accoh046,i,
12480601,141.503424,accol029,g,
12612901,143.003424,accoh047,u,
12612901,143.003424,accol030,a,
12745201,144.503424,bd000001,c,
12745201,144.503424,tom00001,l,
12794814,145.065924,bd000001,c,
12811351,145.253424,bd000001,c,
12811351,145.253424,tom00002,j,
12877501,146.003424,bd000001,c,
12877501,146.003424,tom00001,;,
12927114,146.565924,bd000001,c,
12943651,146.753424,bd000001,c,
12943651,146.753424,tom00002,k,
13009801,147.503424,bd000001,c,
13009801,147.503424,tom00001,l,
13059414,148.065924,bd000001,c,
13075951,148.253424,bd000001,c,
13075951,148.253424,tom00002,j,
13142101,149.003424,bd000001,c,
13142101,149.003424,tom00001,;,
13191714,149.565924,bd000001,c,
13208251,149.753424,bd000001,c,
13208251,149.753424,tom00002,k,
13274401,150.503424,bd000001,c,
13274401,150.503424,tom00001,l,
13324014,151.065924,bd000001,c,
13340551,151.253424,bd000001,c,
13340551,151.253424,tom00002,j,
13406701,152.003424,bd000001,c,
13406701,152.003424,tom00001,;,
13456314,152.565924,bd000001,c,
13472851,152.753424,bd000001,c,
13472851,152.753424,tom00002,k,
13539001,153.503424,bd000001,c,
13539001,153.503424,tom00001,l,
13593371,154.119862,bd000001,c,
13611495,154.325342,bd000001,c,
13611495,154.325342,tom00002,j,
13683988,155.147260,bd000001,c,
13683988,155.147260,tom00001,;,
13738358,155.763698,bd000001,c,
13756481,155.969178,bd000001,c,
13756481,155.969178,tom00001,;,
13828974,156.791096,bd000001,c,
13828974,156.791096,tom00001,;,
13885674,157.433953,bd000001,c,
13904574,157.648239,bd000001,c,
13980174,158.505381,bd000001,c,
14036874,159.148238,bd000001,c,
14055774,159.362524,bd000001,c,
14131374,160.219667,accoh048,o,
14433774,163.648235,accoh049,i,
14433774,163.648235,harps001,x,
